10000 ,.25
10000 ,.25
10000 ,.29
10000 ,.24
10000 ,.29
20000 ,.41
20000 ,.40
20000 ,.39
20000 ,.37
20000 ,.42
30000 ,.54
30000 ,.50
30000 ,.50
30000 ,.52
30000 ,.49
40000 ,.61
40000 ,.60
40000 ,.67
40000 ,.63
40000 ,.60
50000 ,.76
50000 ,.75
50000 ,.74
50000 ,.80
50000 ,.78
