10000 .12
10000 .11
10000 .09
10000 .09
10000 .10
20000 .11
20000 .15
20000 .11
20000 .06
20000 .07
30000 .15
30000 .07
30000 .12
30000 .09
30000 .08
40000 .09
40000 .11
40000 .07
40000 .17
40000 .18
50000 .19
50000 .16
50000 .08
50000 .17
50000 .14
